"image_id","datetime_str","model_name","clip_area","ref_area","save_dir"
"RC0220Ra_20130320_1351","20130320_1351","RuBsAdDlb3Mxtshcn20210211",1397.04,2236.24,"M:\Remote Cameras\Segmented_images\RC0220Ra\PROCESSED\CHECKED\RC0220Ra_20130320_1351_cnt.png"
"RC0220Ra_20130321_0751","20130321_0751","RuBsAdDlb3Mxtshcn20210211",1645.78,2466.21,"M:\Remote Cameras\Segmented_images\RC0220Ra\PROCESSED\CHECKED\RC0220Ra_20130321_0751_cnt.png"
"RC0220Ra_20130321_1351","20130321_1351","RuBsAdDlb3Mxtshcn20210211",1416.61,2166.11,"M:\Remote Cameras\Segmented_images\RC0220Ra\PROCESSED\CHECKED\RC0220Ra_20130321_1351_cnt.png"
"RC0220Ra_20130322_0751","20130322_0751","RuBsAdDlb3Mxtshcn20210211",1704.49,2587.72,"M:\Remote Cameras\Segmented_images\RC0220Ra\PROCESSED\CHECKED\RC0220Ra_20130322_0751_cnt.png"
"RC0220Ra_20130322_1351","20130322_1351","RuBsAdDlb3Mxtshcn20210211",1392.14,2148.16,"M:\Remote Cameras\Segmented_images\RC0220Ra\PROCESSED\CHECKED\RC0220Ra_20130322_1351_cnt.png"
"RC0220Ra_20130324_0951","20130324_0951","RuBsAdDlb3Mxtshcn20210211",2259.08,2648.1,"M:\Remote Cameras\Segmented_images\RC0220Ra\PROCESSED\CHECKED\RC0220Ra_20130324_0951_cnt.png"
"RC0220Ra_20130324_1551","20130324_1551","RuBsAdDlb3Mxtshcn20210211",1872.51,2688.08,"M:\Remote Cameras\Segmented_images\RC0220Ra\PROCESSED\CHECKED\RC0220Ra_20130324_1551_cnt.png"
"RC0220Ra_20130325_1151","20130325_1151","RuBsAdDlb3Mxtshcn20210211",1721.62,2547.77,"M:\Remote Cameras\Segmented_images\RC0220Ra\PROCESSED\CHECKED\RC0220Ra_20130325_1151_cnt.png"
"RC0220Ra_20130325_1551","20130325_1551","RuBsAdDlb3Mxtshcn20210211",1410.09,2242.78,"M:\Remote Cameras\Segmented_images\RC0220Ra\PROCESSED\CHECKED\RC0220Ra_20130325_1551_cnt.png"
"RC0220Ra_20130326_0950","20130326_0950","RuBsAdDlb3Mxtshcn20210211",1802.37,2635.86,"M:\Remote Cameras\Segmented_images\RC0220Ra\PROCESSED\CHECKED\RC0220Ra_20130326_0950_cnt.png"
"RC0220Ra_20130326_1150","20130326_1150","RuBsAdDlb3Mxtshcn20210211",1689.81,2515.97,"M:\Remote Cameras\Segmented_images\RC0220Ra\PROCESSED\CHECKED\RC0220Ra_20130326_1150_cnt.png"
"RC0220Ra_20130326_1550","20130326_1550","RuBsAdDlb3Mxtshcn20210211",1323.64,2122.05,"M:\Remote Cameras\Segmented_images\RC0220Ra\PROCESSED\CHECKED\RC0220Ra_20130326_1550_cnt.png"
"RC0220Ra_20130327_0950","20130327_0950","RuBsAdDlb3Mxtshcn20210211",1892.9,2150.6,"M:\Remote Cameras\Segmented_images\RC0220Ra\PROCESSED\CHECKED\RC0220Ra_20130327_0950_cnt.png"
